"filename", "language", "CSS", "JavaScript", "JSON", "Go", "Markdown", "Golang HTML Template", "XML", "Django txt", "Log", "HTTP", "comment", "blank", "total"
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\AdminPanel\AdminMainPage.js", "JavaScript", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 61
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\AdminPanel\ChatHistory.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\AdminPanel\Orders\AwaitingOrders.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Alert\AlertModal.js", "JavaScript", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 64
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Alert\Alerts.js", "JavaScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Alert\AlertsOverlay.js", "JavaScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Create\Choices.js", "JavaScript", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 37
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Create\CreateCategoryForm.js", "JavaScript", 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 130
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Create\CreateChoiceForm.js", "JavaScript", 0, 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 187
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Create\CreateForm.js", "JavaScript", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 48
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Create\CreateIngredientForm.js", "JavaScript", 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 149
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Create\CreateItemForm.js", "JavaScript", 0, 335, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19, 358
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Create\CreateOptionsData.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Create\CreatePage.js", "JavaScript", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 68
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Home\HomePage.js", "JavaScript", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 42, 7, 104
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Home\PrivateRoute.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 19
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Items\ChoicesComponent.js", "JavaScript", 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 119
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Items\IngredientsComponent.js", "JavaScript", 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 121
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Items\ItemsComponent.js", "JavaScript", 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 175
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Items\ItemsPage.js", "JavaScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 62
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Items\SingleChoicePage.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Items\SingleIngredientPage.js", "JavaScript", 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 174
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Items\SingleItemPage.js", "JavaScript", 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 159
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Orders\OrderItemModal.js", "JavaScript", 0, 423, 0, 0, 0, 0, 0, 0, 0, 0, 15, 17, 455
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Orders\OrderMainPage.js", "JavaScript", 0, 546, 0, 0, 0, 0, 0, 0, 0, 0, 15, 17, 578
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Orders\OrderMenuPage.js", "JavaScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 37
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Orders\OrderMenuPageComponents\LeftSideBar.js", "JavaScript", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 47
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Orders\OrderMenuPageComponents\MainContent.js", "JavaScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 62
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Orders\OrderMenuPageComponents\RightBar.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Orders\OrderMenuPageComponents\TopBar.js", "JavaScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Orders\OrdersPage.js", "JavaScript", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 61
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Orders\PreCompleteOrderPage.js", "JavaScript", 0, 410, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 425
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Stats\StatsPage.js", "JavaScript", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 57
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Users\AllUsersPage.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 23
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Users\LoginForm.js", "JavaScript", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 77
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Users\LoginPage.js", "JavaScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Users\ProfilePages\MainPage.js", "JavaScript", 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 207
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Users\ProfilePages\UserAddress.js", "JavaScript", 0, 239, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 254
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Users\ProfilePages\UserOrders.js", "JavaScript", 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 221
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Users\ProfilePages\UserRatings.js", "JavaScript", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 57
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Users\RegisterForm.js", "JavaScript", 0, 167, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 176
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Users\RegisterPage.js", "JavaScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\MainPanel\Pages\Users\UsersPage.js", "JavaScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 34
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\SideNavBar\SideNavBar.js", "JavaScript", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 46
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\components\SideNavBar\SideNavBarData.js", "JavaScript", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 43
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\css\App\App.css", "CSS", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 29
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\css\Layout\footer.css", "CSS", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 13, 77
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\css\Layout\general.css", "CSS", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 13, 111
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\css\Layout\header.css", "CSS", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 71
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\css\Layout\logregmodal.css", "CSS", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 46
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\css\Layout\marker.css", "CSS", 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 105
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\css\OrderPage\LeftBar.css", "CSS", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 45
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\css\OrderPage\MainContainer.css", "CSS", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\css\OrderPage\OrderMenuPage.css", "CSS", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 15
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\css\OrderPage\RightBar.css", "CSS", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\css\OrderPage\TopBar.css", "CSS", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\css\Pages\accountpage.css", "CSS", 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 23, 142
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\css\Pages\adminpage.css", "CSS", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 37
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\css\Pages\createpage.css", "CSS", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\css\Pages\homepage.css", "CSS", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\css\Pages\orderpage.css", "CSS", 285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 55, 351
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\css\Panel\CreatePage.css", "CSS", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 46
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\css\Panel\ItemsPage.css", "CSS", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 62
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\css\Panel\MainPanel.css", "CSS", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 6
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\css\Panel\Sidebar.css", "CSS", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 81
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\css\Panel\UsersPage.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\index.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 20
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\logo.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\reducers\errors.js", "JavaScript", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 39
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\reducers\index.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\reducers\orderReducer.js", "JavaScript", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 73
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\reducers\productReducer.js", "JavaScript", 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 139
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\reducers\uiReducer.js", "JavaScript", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 48
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\reducers\userReducer.js", "JavaScript", 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 120
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\reducers\webSocketReducer.js", "JavaScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\reportWebVitals.js", "JavaScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\setupTests.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\socket\index.js", "JavaScript", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 46, 16, 86
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\store.js", "JavaScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\utils\axiosHeaders.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\utils\texts.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\src\utils\util.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\Go-Projects\src\GoProjects\CoffeeTwist\admin-panel\yarn-error.log", "Log", 0, 0, 0, 0, 0, 0, 0, 0, 11056, 0, 0, 1641, 12697
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\assets\css\tailwind.css", "CSS", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\assets\css\tailwind.output.css", "CSS", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\assets\img\github.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\assets\img\twitter.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\assets\js\charts-bars.js", "JavaScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 35
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\assets\js\charts-lines.js", "JavaScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 16, 2, 72
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\assets\js\charts-pie.js", "JavaScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 36
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\assets\js\focus-trap.js", "JavaScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 52
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\assets\js\init-alpine.js", "JavaScript", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 63
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\main.go", "Go", 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 84, 20, 199
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\models\admin.go", "Go", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 8, 4, 13
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\models\comment.go", "Go", 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 3, 28, 166
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\models\db.go", "Go", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 17, 23, 93
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\models\discount.go", "Go", 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 1, 28, 166
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\models\images.go", "Go", 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 10, 14, 115
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\models\ingredient.go", "Go", 0, 0, 0, 199, 0, 0, 0, 0, 0, 0, 17, 38, 254
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\models\order.go", "Go", 0, 0, 0, 382, 0, 0, 0, 0, 0, 0, 67, 61, 510
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\models\product.go", "Go", 0, 0, 0, 274, 0, 0, 0, 0, 0, 0, 49, 48, 371
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\models\product_category.go", "Go", 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 9, 32, 181
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\models\product_choice.go", "Go", 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 11, 29, 197
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\models\rating.go", "Go", 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 1, 29, 158
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\models\sse.go", "Go", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 8, 18, 65
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\models\template.go", "Go", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\models\token.go", "Go", 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 23, 21, 256
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\models\user.go", "Go", 0, 0, 0, 422, 0, 0, 0, 0, 0, 0, 31, 62, 515
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\requests\api.http", "HTTP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 33, 23, 154
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\templates\buttons.html", "Golang HTML Template", 0, 0, 0, 0, 0, 1002, 0, 0, 0, 0, 0, 11, 1013
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\templates\cards.html", "Golang HTML Template", 0, 0, 0, 0, 0, 1017, 0, 0, 0, 0, 0, 4, 1021
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\templates\charts.html", "Golang HTML Template", 0, 0, 0, 0, 0, 963, 0, 0, 0, 0, 0, 3, 966
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\templates\forms.html", "Golang HTML Template", 0, 0, 0, 0, 0, 1111, 0, 0, 0, 0, 0, 14, 1125
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\templates\index.html", "Golang HTML Template", 0, 0, 0, 0, 0, 1202, 0, 0, 0, 0, 0, 3, 1205
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\templates\modals.html", "Golang HTML Template", 0, 0, 0, 0, 0, 964, 0, 0, 0, 0, 0, 4, 968
